,title,author,date,category,line
454,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,My lady cometh that al this may disteyne
455,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,Herro Dido Laudomia alle yfere 1
456,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,And Phyllis hanging for thy Demophoun
457,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,And Canace espyed by thy chere
458,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,Ysiphile betraysed with Jasoun
459,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,Maketh of your trouthe neyther boost ne soun
460,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,Nor Ypermistre or Adriane ye tweyne
461,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,"My lady cometh that all this may disteyne
                    "
462,THE BALCONY,Charles Baudelaire,1820,Love Poems,OTHER
463,THE BALCONY,Charles Baudelaire,1820,Love Poems,of memories mistress of mistresses
464,THE BALCONY,Charles Baudelaire,1820,Love Poems,O thou my pleasure thou all my desire
465,THE BALCONY,Charles Baudelaire,1820,Love Poems,Thou shalt recall the beauty of caresses
466,THE BALCONY,Charles Baudelaire,1820,Love Poems,The charm of evenings by the gentle fire
467,THE BALCONY,Charles Baudelaire,1820,Love Poems,Mother of memories mistress of mistresses
468,THE BALCONY,Charles Baudelaire,1820,Love Poems,The eves illumined by the burning coal
469,THE BALCONY,Charles Baudelaire,1820,Love Poems,The balcony where veiled rosevapour clings
470,THE BALCONY,Charles Baudelaire,1820,Love Poems,How soft your breast was then how sweet your soul
471,THE BALCONY,Charles Baudelaire,1820,Love Poems,Ah and we said imperishable things
472,THE BALCONY,Charles Baudelaire,1820,Love Poems,Those eves illumined by the burning coal
473,THE BALCONY,Charles Baudelaire,1820,Love Poems,Lovely the suns were in those twilights warm
474,THE BALCONY,Charles Baudelaire,1820,Love Poems,And space profound and strong lifes pulsing flood
475,THE BALCONY,Charles Baudelaire,1820,Love Poems,In bending oer you queen of every charm
476,THE BALCONY,Charles Baudelaire,1820,Love Poems,I thought I breathed the perfume in your blood
477,THE BALCONY,Charles Baudelaire,1820,Love Poems,The suns were beauteous in those twilights warm
478,THE BALCONY,Charles Baudelaire,1820,Love Poems,The film of night flowed round and over us
479,THE BALCONY,Charles Baudelaire,1820,Love Poems,And my eyes in the dark did your eyes meet
480,THE BALCONY,Charles Baudelaire,1820,Love Poems,I drank your breath ah sweet and poisonous
481,THE BALCONY,Charles Baudelaire,1820,Love Poems,And in my hands fraternal slept your feet
482,THE BALCONY,Charles Baudelaire,1820,Love Poems,Night like a film flowed round and over us
483,THE BALCONY,Charles Baudelaire,1820,Love Poems,I can recall those happy days forgot
484,THE BALCONY,Charles Baudelaire,1820,Love Poems,And see with head bowed on your knees my past
485,THE BALCONY,Charles Baudelaire,1820,Love Poems,Your languid beauties now would move me not
486,THE BALCONY,Charles Baudelaire,1820,Love Poems,Did not your gentle heart and body cast
487,THE BALCONY,Charles Baudelaire,1820,Love Poems,The old spell of those happy days forgot
488,THE BALCONY,Charles Baudelaire,1820,Love Poems,Can vows and perfumes kisses infinite
489,THE BALCONY,Charles Baudelaire,1820,Love Poems,Be reborn from the gulf we cannot sound
490,THE BALCONY,Charles Baudelaire,1820,Love Poems,As rise to heaven suns once again made bright
491,THE BALCONY,Charles Baudelaire,1820,Love Poems,After being plunged in deep seas and profound
492,THE BALCONY,Charles Baudelaire,1820,Love Poems,"Ah vows and perfumes kisses infinite
                    "
493,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,T was
494,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,a robbers daughter and her name was Alice Brown
495,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Her father was the terror of a small Italian town
496,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Her mother was a foolish weak but amiable old thing
497,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,But it isnt of her parents that Im going for to sing
498,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,As Alice was asitting at her windowsill one day
499,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,A beautiful young gentleman he chanced to pass that way
500,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,She cast her eyes upon him and he looked so good and true
501,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,That she thought I could be happy with a gentleman
502,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,like you
503,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And every morning passed her house that cream of gentlemen
504,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,She knew she might expect him at a quarter unto ten
505,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,A sorter in the Customhouse it was his daily road
506,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The Customhouse was fifteen minutes walk from her abode
507,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,But Alice was a pious girl who knew it wasnt wise
508,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,To look at strange young sorters with expressive purple eyes
509,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,So she sought the village priest to whom her family confessed
510,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The priest by whom their little sins were carefully assessed
511,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Oh holy father Alice said t would grieve
512,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,you would it not
513,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,To discover that I was a most disreputable lot
514,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Of all unhappy sinners Im the most unhappy one
515,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The padre said Whatever have you been and gone and
516,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,done
517,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,I have helped mamma to steal a little kiddy from its
518,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,dad
519,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Ive assisted dear papa in cutting up a little lad
520,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Ive planned a little burglary and forged a little check
521,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And slain a little baby for the coral on its neck
522,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The worthy pastor heaved a sigh and dropped a silent tear
523,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And said You mustnt judge yourself too heavily my
524,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,dear
525,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Its wrong to murder babies little corals for to fleece
526,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,But sins like these one expiates at halfacrown apiece
527,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Girls will be girlsyoure very young and flighty
528,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,in your mind
529,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Old heads upon young shoulders we must not expect to find
530,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,We mustnt be too hard upon these little girlish tricks
531,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Lets seefive crimes at halfacrownexactly twelveandsix
532,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Oh father little Alice cried your kindness
533,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,makes me weep
534,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,You do these little things for me so singularly cheap
535,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Your thoughtful liberality I never can forget
536,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,But O there is another crime I havent mentioned yet
537,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,A pleasantlooking gentleman with pretty purple eyes
538,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Ive noticed at my window as Ive sat acatching flies
539,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,He passes by it every day as certain as can be
540,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,I blush to say Ive winked at him and he has winked at me
541,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,For shame said Father Paul my erring
542,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,daughter On my word
543,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,This is the most distressing news that I have ever heard
544,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Why naughty girl your excellent papa has pledged your hand
545,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,To a promising young robber the lieutenant of his band
546,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,This dreadful piece of news will pain your worthy parents
547,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,so
548,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,They are the most remunerative customers I know
549,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,For many many years theyve kept starvation from my doors
550,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,I never knew so criminal a family as yours
551,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The common country folk in this insipid neighborhood
552,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Have nothing to confess theyre so ridiculously good
553,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And if you marry any one respectable at all
554,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Why youll reform and what will then become of Father Paul
555,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,The worthy priest he up and drew his cowl upon his crown
556,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And started off in haste to tell the news to Robber Brown
557,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,To tell him how his daughter who now was for marriage fit
558,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Had winked upon a sorter who reciprocated it
559,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Good Robber Brown he muffled up his anger pretty well
560,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,He said I have a notion and that notion I will tell
561,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,I will nab this gay young sorter terrify him into fits
562,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And get my gentle wife to chop him into little bits
563,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Ive studied human nature and I know a thing or two
564,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Though a girl may fondly love a living gent as many do
565,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,A feeling of disgust upon her senses there will fall
566,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,When she looks upon his body chopped particularly small
567,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,He traced that gallant sorter to a still suburban square
568,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,He watched his opportunity and seized him unaware
569,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,He took a lifepreserver and he hit him on the head
570,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And Mrs Brown dissected him before she went to bed
571,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,And pretty little Alice grew more settled in her mind
572,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,She nevermore was guilty of a weakness of the kind
573,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,Until at length good Robber Brown bestowed her hand
574,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,"On the promising young robber the lieutenant of his band
                    "
575,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,"WAS on Lake Eries broad expanse
																					One bright midsummer day
																					The gallant steamer Ocean Queen
																					Swept proudly on her way
																					Bright faces clustered on the deck
																					Or leaning oer the side
																					Watched carelessly the feathery foam
																					That flecked the rippling tide
																					
Ah who beneath that cloudless sky
																					That smiling bends serene
																					Could dream that danger awful vast
																					Impended oer the scene
																					Could dream that ere an hour had sped
																					That frame of sturdy oak
																					Would sink beneath the lakes blue waves
																					Blackened with fire and smoke
																					
A seaman sought the captains side
																					A moment whispered low
																					The captains swarthy face grew pale
																					He hurried down below
																					Alas too late Though quick and sharp
																					And clear his orders came
																					No human efforts could avail
																					To quench the insidious flame
																					
The bad news quickly reached the deck
																					It sped from lip to lip
																					And ghastly Faces everywhere
																					Looked from the doomed ship
																					Is there no hopeno chance of life
																					A hundred lips implore
																					But one the captain made reply
																					To run the ship on shore
																					
A sailor whose heroic soul
																					That hour should yet reveal
																					By name John Maynard easternborn
																					Stood calmly at the wheel
																					Head her southeast the captain shouts
																					Above the smothered roar 
																					Head her southeast without delay
																					Make for the nearest shore
																					
No terror pales the helmsmans cheek
																					Or clouds his dauntless eye
																					As in a sailors measured tone
																					His voice responds Ay ay
																					Three hundred souls the steamers freight
																					Crowd forward wild with fear
																					While at the stern the dreaded flames
																					Above the deck appear
																					
John Maynard watched the nearing flames
																					But still with steady hand
																					He grasped the wheel and steadfastly
																					He steered the ship to land
																					John Maynard can you still hold out
																					He heard the captain cry
																					A voice from out the stifling smoke
																					Faintly responds Ay ay
																					
But half a mile a hundred hands
																					Stretch eagerly to shore
																					But half a mile That distance sped
																					Peril shall all be oer
																					But half a mile Yet stay the flames
																					No longer slowly creep
																					But gather round that helmsman bold
																					With fierce impetuous sweep
																					
John Maynard with an anxious voice
																					The captain cries once more
																					Stand by the wheel five minutes yet
																					And we shall reach the shore
																					Through flame and smoke that dauntless heart
																					Responded firmly still
																					Unawed though face to face with death
																					With Gods good help I will
																					
The flames approach with giant strides
																					They scorch his hand and brow
																					One arm disabled seeks his side
																					Ah he is conquered now
																					But no his teeth are firmly set
																					He crushes down his pain
																					His knee upon the stanchion pressed
																					He guides the ship again
																					
One moment yet one moment yet
																					Brave heart thy task is oer
																					The pebbles grate beneath the keel
																					The steamer touches shore
																					Three hundred grateful voice rise
																					In praise to God that he
																					Hath saved them from the fearful fire
																					And from the engulphing sea
																					
But where is he that helmsman bold
																					The captain saw him reel
																					His nerveless hands released their task
																					He sank beside the wheel
																					The wave received his lifeless corpse
																					Blackened with smoke and fire
																					God rest him Never hero had
																					A nobler funeral pyre
																				"
576,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,PON
577,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,a time the amiable Bill Hawkins
578,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Married a fair wife demure and of chaste repute
579,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Keeping closely from her however
580,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Any knowledge of the manner of man he had been
581,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Upon the nuptial night
582,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Awakening and finding himself couched with a woman
583,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,As had happened on divers occasions
584,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,He arose and dressed and departed
585,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Leaving at the couchs side four goodly coins
586,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,But in the street
587,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Remembering the occasion and his present estate of marriage
588,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,He returned with a haste of nodignity
589,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Filled with emotions of an entirely disturbing nature
590,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Fear that his wife should discover his absence
591,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,And place evil construction upon it being uppermost
592,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Entering stealthily then with the toes of the leopard
593,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,With intention of quickly disrobing
594,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,And rejoining the forsaken bride
595,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,He perceived her sitting erect on the couch
596,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,Biting shrewdly with a distressing air of experience
597,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,"At one of the coins
                    "
598,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,E were eight
599,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fishers of the western sea
600,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Who sailed our craft beside a barren land
601,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Where harsh with pines the herdless mountains stand
602,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And lonely beaches be
603,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,There no man dwells and ships go seldom past
604,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Yet sometimes there we lift our keels ashore
605,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,To rest in safety mid the broken roar
606,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And mist of surges vast
607,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,One strand we know remote from all the rest
608,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Far north and south the cliffs are high and steep
609,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Whose naked leagues of rock repel the deep
610,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Insurgent from the west
611,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Tawny it lies untrodden eer by man
612,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Save when from storm we sought its narrow rift
613,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,To beach our craft and light a fire of drift
614,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And sleep till day began
615,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Along its sands no flower nor bird has home
616,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Abrupt its breast girt by no splendor save
617,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The whorled and curving emerald of the wave
618,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And scarves of rustling foam
619,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,A place of solemn beauty yet we swore
620,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,By all the ocean stars unhasting flight
621,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,To seek no refuge for another night
622,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Upon that haunted shore
623,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,That year a sombre autumn held the earth
624,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,At dawn we sailed from out our village bay
625,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,We sang a taut wind leapt along the day
626,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The seabirds mocked our mirth
627,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Southwest we drave like arrows to a mark
628,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Ere set of sun the coast was far to lee
629,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Where thundered over by the whitehooved sea
630,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The reefs lie gaunt and dark
631,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,But when we would have cast our hooks the main
632,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Grew wroth asudden and our captains said
633,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Seek we a shelter And the west was red
634,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,God gave his winds the rein
635,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And eastward lay the sands of which I told
636,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Thither we fled and on the narrow beach
637,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Drew up our keels beyond the lessening reach
638,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Of waters green and cold
639,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Then set the wounded sun The wind blew clean
640,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The skies A wincing star came forth at last
641,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,We heard like mighty tollings on the blast
642,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The shock of waves unseen
643,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The widewinged Eagle hovered overhead
644,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The Scorpion crept slowly in the south
645,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,To pits below the horizon in its mouth
646,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Lay a young moon that bled
647,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And from our fire the ravished flame swept back
648,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Like yellow hair of one who flies apace
649,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Compelled in lands barbarian to race
650,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,With lions on her track
651,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Then from the maelstroms of the surf arose
652,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Wild laughter mystical and up the sands
653,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Came Two that walked with intertwining hands
654,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Amid those ocean snows
655,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Ghostly they shone before the lofty spray
656,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Fairer than gods and naked as the moon
657,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The foamy fillets at their ankles strewn
658,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Less marblewhite than they
659,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Laughing they stood then to our beacons glare
660,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Drew nearer as we watched in mad surprise
661,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The scarletflashing lips the seagreen eyes
662,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The red and tangled hair
663,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Then spoke the god goddess and god they seemed
664,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,In harplike accents of a tongue unknown
665,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,About his brows the dripping locks were blown
666,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Like wannest gold he gleamed
667,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Staring we sat again the Vision spoke
668,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Beyond his form we saw the billows rave
669,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The leap of those white leopards in the wave
670,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The spume of seas that broke
671,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Yet sat we mute for then a human word
672,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Seemed follys worst And scorn began to trace
673,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Its presence on the wild imperious face
674,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Again the red lips stirred
675,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,But spoke not In an instant we were free
676,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,From that enchantment fleet as deer they turned
677,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And sudden amber leapt the sands they spurned
678,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,We saw them meet the sea
679,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,We heard the sevenchorded surf unquelled
680,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Call in one thunder to the granite walls
681,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,But over all like broken clarioncalls
682,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Disdainful laughter welled
683,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Then silence save for cloven wave and wind
684,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Our fire had faltered on its little dune
685,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Far out a fogwall reared and hid the moon
686,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,The night lay vast and blind
687,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Silent we waited the assuring morn
688,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Which rose on angered waters But we set
689,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Our hooded prows to sea and tempestwet
690,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Beat up the coast forlorn
691,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And no man scorned our tale for well they knew
692,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Had mystery befallen in our eyes
693,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Were alien terrors and unknown surmise
694,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Men saw the tale was true
695,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,And no man seeks a refuge on that shore
696,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Tho tempests gather in impelling skies
697,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,Unseen unsolved unhazarded it lies
