,title,author,date,category,word,count
7259,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,wrinkled,1
7258,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,writing,1
7257,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,painful,1
7256,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,made,1
7255,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,gone,1
380,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,prophet,1
7253,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,aucassin,1
7252,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,nicolette,1
7251,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,sun,1
7250,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,noonday,1
7249,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,peaceful,1
7248,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,knitting,1
7247,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,sat,1
7246,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,love,1
7245,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,paolos,1
7244,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,knowing,1
381,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gan,1
7242,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,francesca,1
7148,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,alone,1
382,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,proclaim,1
383,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,remedy,1
7238,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,gossiped,1
7241,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,calm,1
7106,LAMENT,Isabella Holt,,Poems on Loneliness,farewell,1
7147,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,now,1
6982,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,encircled,1
6980,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,climbd,1
6979,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,hope,1
6978,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,doorstep,1
6977,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,round,1
6976,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,climbing,1
6975,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,figtree,1
6974,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,leafless,1
6973,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,barrd,1
420,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,child,1
422,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,houses,1
6969,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,bring,1
6967,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,dost,1
6966,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,cried,1
6965,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,tried,1
6964,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,silent,1
6963,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,stoppd,1
424,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,slay,1
425,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,dabbling,1
427,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,blood,1
6959,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,sought,1
6958,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,blind,1
6957,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,went,1
6956,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,groping,1
429,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,hands,1
6953,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,weakness,1
6952,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,mock,1
6951,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,chide,1
6949,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,aloud,1
6948,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,crying,1
6981,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,goal,1
6983,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,walls,1
7146,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,went,1
6984,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,once,1
7013,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,wise,1
7012,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,grown,1
7011,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,unwise,1
7010,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,fruit,1
7009,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,vengeance,1
7008,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,settest,1
7007,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,seal,1
7006,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,gems,1
7005,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,them,1
7004,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,beheld,1
7003,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,changed,1
7002,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,torches,1
416,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,doom,1
417,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,disobey,1
6999,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,returnd,1
6998,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,hardly,1
6997,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,heard,1
6996,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,scarce,1
6995,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,fool,1
6994,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,trouble,1
418,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,gods,1
6992,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,pain,1
6991,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,told,1
419,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,commands,1
6989,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,set,1
6988,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,put,1
6987,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,when,1
6986,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,consoled,1
6985,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,held,1
431,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,which,1
6946,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,empty,1
432,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,way,1
6944,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,open,1
445,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,deny,1
6906,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,spoke,1
6905,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,strength,1
6904,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,sadness,1
6903,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,silence,1
6901,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,pity,1
447,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wrathfullest,1
6899,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,compassion,1
6898,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,finds,1
6897,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,anothers,1
6896,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,sun,1
6895,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,lives,1
6894,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,joy,1
6893,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,has,1
6892,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,creature,1
6891,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,now,1
6890,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,pleasure,1
448,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,wrath,1
449,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rage,1
450,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,swell,1
6886,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,said,1
451,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,exact,1
452,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,virgins,1
453,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,bloodoh,1
6882,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,sang,1
455,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,oer,1
6879,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,chaunting,1
6878,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,their,1
456,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,well,1
6909,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,passionate,1
6910,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,appeald,1
6911,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,passion,1
6928,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,still,1
6943,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,stair,1
6942,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,window,1
433,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,fly,1
434,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,base,1
6939,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,lamented,1
435,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,deserter,1
6937,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,fills,1
6936,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,fulfilld,1
6935,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,desire,1
436,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,quit,1
6931,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,enfolding,1
439,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,great,1
6929,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,enfold,1
6927,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,arms,1
6912,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,mouth,1
440,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,league,1
6925,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,fear,1
6924,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,destruction,1
6922,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,flee,1
6921,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,didst,1
6920,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,tell,1
6919,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,kindled,1
6918,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,rage,1
443,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,stormappeasing,1
6916,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,own,1
6915,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,laid,1
6914,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,breast,1
6913,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,kissd,1
7014,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,weeping,1
7015,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,strangled,1
7016,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,voice,1
7082,LAMENT,Isabella Holt,,Poems on Loneliness,across,1
7112,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,i would,1
7111,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,first,1
7110,LAMENT,Isabella Holt,,Poems on Loneliness,home,1
7109,LAMENT,Isabella Holt,,Poems on Loneliness,comes,1
7108,LAMENT,Isabella Holt,,Poems on Loneliness,till,1
7107,LAMENT,Isabella Holt,,Poems on Loneliness,peace,1
7318,AT THE OLD LADIES' HOME,"Ruth Guthrie Harding
                    (1882-?)",1882,Poems on Old Age,fence,1
7105,LAMENT,Isabella Holt,,Poems on Loneliness,said,1
7104,LAMENT,Isabella Holt,,Poems on Loneliness,have,1
7103,LAMENT,Isabella Holt,,Poems on Loneliness,foam,1
7102,LAMENT,Isabella Holt,,Poems on Loneliness,acrid,1
7101,LAMENT,Isabella Holt,,Poems on Loneliness,like,1
7100,LAMENT,Isabella Holt,,Poems on Loneliness,wind,1
7099,LAMENT,Isabella Holt,,Poems on Loneliness,sweeping,1
7098,LAMENT,Isabella Holt,,Poems on Loneliness,fear,1
7097,LAMENT,Isabella Holt,,Poems on Loneliness,night,1
7096,LAMENT,Isabella Holt,,Poems on Loneliness,eternal,1
7095,LAMENT,Isabella Holt,,Poems on Loneliness,fears,1
7094,LAMENT,Isabella Holt,,Poems on Loneliness,feels,1
7093,LAMENT,Isabella Holt,,Poems on Loneliness,parting,1
7092,LAMENT,Isabella Holt,,Poems on Loneliness,briefly,1
7091,LAMENT,Isabella Holt,,Poems on Loneliness,sight,1
7090,LAMENT,Isabella Holt,,Poems on Loneliness,touch,1
7089,LAMENT,Isabella Holt,,Poems on Loneliness,craves,1
7088,LAMENT,Isabella Holt,,Poems on Loneliness,importunate,1
7087,LAMENT,Isabella Holt,,Poems on Loneliness,blind,1
7086,LAMENT,Isabella Holt,,Poems on Loneliness,flow,1
7085,LAMENT,Isabella Holt,,Poems on Loneliness,tides,1
7084,LAMENT,Isabella Holt,,Poems on Loneliness,great,1
7113,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,reply,1
7114,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,shame,1
7115,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,showed,1
7132,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,did,1
7145,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,breath,1
7144,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,burning,1
7143,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,i felt,1
7142,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,hair,1
7141,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,kissed,1
7140,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,forgive,1
7139,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,begged,1
7138,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,knees,1
7137,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,tightclosed,1
7136,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,love,1
7135,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,nor,1
7134,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,lips,1
7133,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,open,1
7131,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,kiss,1
406,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,each,1
402,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,peers,1
403,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sceptres,1
7128,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,head,1
7127,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,i turned,1
404,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,dashed,1
7125,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,told,1
7124,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,resisted,1
7122,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,breasts,1
7121,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,pain,1
7120,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,brought,1
7119,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,heart,1
7118,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,beating,1
7117,REMORSE,Pierre Louÿs (1870-1925),1870,Poems on Loneliness,cheeks,1
7083,LAMENT,Isabella Holt,,Poems on Loneliness,heart,1
7081,LAMENT,Isabella Holt,,Poems on Loneliness,feel,1
7017,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,calld,1
7080,LAMENT,Isabella Holt,,Poems on Loneliness,can,1
7047,LAMENT,Isabella Holt,,Poems on Loneliness,most,1
409,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,tears,1
7044,LAMENT,Isabella Holt,,Poems on Loneliness,eyes,1
7043,LAMENT,Isabella Holt,,Poems on Loneliness,blue,1
411,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,elder,1
412,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,king,1
7040,by: Richard Brome (c. 1590-1652),Richard Brome (c. 1590-1652),1590,Poems on Loneliness,1632,1
7039,by: Richard Brome (c. 1590-1652),Richard Brome (c. 1590-1652),1590,Poems on Loneliness,lass,1
7038,by: Richard Brome (c. 1590-1652),Richard Brome (c. 1590-1652),1590,Poems on Loneliness,northern,1
7037,by: Richard Brome (c. 1590-1652),Richard Brome (c. 1590-1652),1590,Poems on Loneliness,humility,1
7036,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,beauty,1
7035,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,find,1
7034,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,night,1
7033,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,blackness,1
7032,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,sunlight,1
413,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,began,1
7030,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,hands,1
414,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,say,1
7028,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,gave,1
7027,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,yearning,1
7026,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,lookd,1
7025,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,who,1
7024,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,whom,1
7023,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,dumbly,1
7022,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,back,1
7021,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,gazed,1
7020,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,blindly,1
7019,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,answerd,1
7018,THE DESOLATE CITY,"Wilfrid Scawen Blunt
                    (1840-1922)",1840,Poems on Loneliness,out,1
7048,LAMENT,Isabella Holt,,Poems on Loneliness,among,1
7049,LAMENT,Isabella Holt,,Poems on Loneliness,cliffs,1
7050,LAMENT,Isabella Holt,,Poems on Loneliness,fog,1
7066,LAMENT,Isabella Holt,,Poems on Loneliness,words,1
7079,LAMENT,Isabella Holt,,Poems on Loneliness,ago,1
7078,LAMENT,Isabella Holt,,Poems on Loneliness,days,1
7077,LAMENT,Isabella Holt,,Poems on Loneliness,seven,1
7076,LAMENT,Isabella Holt,,Poems on Loneliness,glad,1
7075,LAMENT,Isabella Holt,,Poems on Loneliness,silent,1
7074,LAMENT,Isabella Holt,,Poems on Loneliness,rooms,1
7073,LAMENT,Isabella Holt,,Poems on Loneliness,less,1
7072,LAMENT,Isabella Holt,,Poems on Loneliness,whit,1
7071,LAMENT,Isabella Holt,,Poems on Loneliness,boys,1
7070,LAMENT,Isabella Holt,,Poems on Loneliness,little,1
7069,LAMENT,Isabella Holt,,Poems on Loneliness,men,1
7068,LAMENT,Isabella Holt,,Poems on Loneliness,old,1
7067,LAMENT,Isabella Holt,,Poems on Loneliness,kindliness,1
