,title,author,date,category,word,count
1530,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,death,2
169,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,dream,2
1047,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,lay,2
1494,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,gibbs,2
1480,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,vain,2
1190,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,white,2
1216,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,orleans,2
683,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,might,2
1023,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,round,2
347,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,long,2
1215,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,new,2
5,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,came,2
4,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sent,2
1214,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fight,2
1213,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,carroll,2
1496,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,ninetythird,2
1505,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,advance,2
1212,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,down,2
1021,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,seen,2
26,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,sign,2
1042,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,fustian,2
1064,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,wise,2
28,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,mount,2
1074,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,now,2
689,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,mortal,2
17,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,blazing,2
1554,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,dead,2
11,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,flame,2
1202,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,yet,2
1223,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,tell,2
199,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,about,2
1189,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,shrunken,2
1548,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,care,2
1188,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,weak,2
1003,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,let,2
1228,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fighting,2
1539,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,brave,2
674,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,wheneer,2
843,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,let,2
1229,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fell,2
13,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,through,2
643,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,come,2
203,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,such,2
1454,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,charger,2
10,"THE BEACON FIRES (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,rode,2
1224,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,those,2
1512,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,courage,2
503,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,father,2
1538,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,saw,2
1479,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,left,2
175,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,now,2
1478,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,high,2
1070,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,knew,2
1009,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,hither,2
1534,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,passed,2
1474,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,right,2
1010,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,file,2
7458,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,pleasing,1
7539,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,nobler,1
7457,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,decay,1
10899,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,blubberd,1
10897,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,gods,1
7448,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,fights,1
10903,CRUEL COMPASSION,Aristaenetus,600,None,halhed,1
7545,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,clear,1
10904,CRUEL COMPASSION,Aristaenetus,600,None,17511816,1
7447,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,battles,1
10853,CRUEL COMPASSION,Aristaenetus,600,None,hear,1
7544,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,manifold,1
7536,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,plays,1
7453,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,when,1
10900,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,how,1
7454,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,look,1
7455,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,near,1
7456,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,shades,1
7451,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,courteous,1
10901,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,made,1
7540,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,flight,1
7541,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,one,1
7452,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,knights,1
10898,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,hush,1
7450,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,distress,1
7542,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,sensuous,1
7543,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,stars,1
7449,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,damsels,1
10902,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,ays,1
7537,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,unbounded,1
7538,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,takes,1
7500,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,common,1
10852,CRUEL COMPASSION,Aristaenetus,600,None,twas,1
10915,CRUEL COMPASSION,Aristaenetus,600,None,when,1
7429,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,understanding,1
10850,CRUEL COMPASSION,Aristaenetus,600,None,view,1
7551,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,ten,1
7428,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,charm,1
10916,CRUEL COMPASSION,Aristaenetus,600,None,labour,1
7426,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,yore,1
10917,CRUEL COMPASSION,Aristaenetus,600,None,seek,1
10918,CRUEL COMPASSION,Aristaenetus,600,None,long,1
7424,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,tale,1
7423,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,mystic,1
7422,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,now,1
7552,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,thousand,1
7553,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,swords,1
7421,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,woods,1
10849,CRUEL COMPASSION,Aristaenetus,600,None,beguile,1
10919,CRUEL COMPASSION,Aristaenetus,600,None,only,1
7554,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,azure,1
7420,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,enchanted,1
7419,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,dragons,1
7418,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,dens,1
7555,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,gold,1
10920,CRUEL COMPASSION,Aristaenetus,600,None,boon,1
7556,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,give,1
7557,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,darkness,1
7417,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,floods,1
7549,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,front,1
10914,CRUEL COMPASSION,Aristaenetus,600,None,gaind,1
10905,CRUEL COMPASSION,Aristaenetus,600,None,pines,1
7548,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,upon,1
10906,CRUEL COMPASSION,Aristaenetus,600,None,day,1
7446,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,palfreys,1
7445,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,arms,1
10907,CRUEL COMPASSION,Aristaenetus,600,None,persists,1
10908,CRUEL COMPASSION,Aristaenetus,600,None,scarce,1
10909,CRUEL COMPASSION,Aristaenetus,600,None,choice,1
10851,CRUEL COMPASSION,Aristaenetus,600,None,done,1
10910,CRUEL COMPASSION,Aristaenetus,600,None,vain,1
7444,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,sights,1
7443,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,distance,1
10911,CRUEL COMPASSION,Aristaenetus,600,None,unsettled,1
7441,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,view,1
7440,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,below,1
7439,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,plain,1
10912,CRUEL COMPASSION,Aristaenetus,600,None,quickly,1
7437,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,lies,1
7546,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,sunbeams,1
7436,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,moral,1
7435,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,while,1
7547,CHAUCER,Benjamin Brawley (1882-1939),1882,Poems on Poetry,burst,1
7434,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,grow,1
7433,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,fulsome,1
7432,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,allegories,1
7431,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,longspun,1
10913,CRUEL COMPASSION,Aristaenetus,600,None,throw,1
10896,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,sake,1
10891,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,people,1
10895,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,says,1
7535,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,delight,1
7486,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,milkyway,1
10866,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,lost,1
7485,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,rise,1
10856,CRUEL COMPASSION,Aristaenetus,600,None,moved,1
7484,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,wonders,1
10867,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,oath,1
10868,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,swallowd,1
10855,CRUEL COMPASSION,Aristaenetus,600,None,length,1
10869,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,greedily,1
7482,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,wonder,1
7481,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,silent,1
7480,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,eyes,1
7416,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,unfrequented,1
7509,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,blame,1
7479,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,strikes,1
7510,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,fault,1
7478,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,sooner,1
7477,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,glittring,1
7511,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,only,1
10870,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,told,1
10871,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,swear,1
10872,CRUEL COMPASSION,Aristaenetus,600,None,because,1
10873,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,must,1
7512,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,excess,1
10874,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,first,1
7506,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,beauties,1
7487,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,shining,1
7505,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,unnumberd,1
10863,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,pride,1
7501,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,blaze,1
10861,CRUEL COMPASSION,Aristaenetus,600,None,beside,1
10860,CRUEL COMPASSION,Aristaenetus,600,None,number,1
7499,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,promote,1
10862,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,blab,1
7498,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,jointly,1
7497,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,whilst,1
10859,CRUEL COMPASSION,Aristaenetus,600,None,such,1
7496,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,rays,1
10858,CRUEL COMPASSION,Aristaenetus,600,None,seemd,1
7495,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,show,1
7494,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,star,1
7504,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,name,1
7502,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,pardon,1
10864,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,chief,1
10857,CRUEL COMPASSION,Aristaenetus,600,None,somewhat,1
7493,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,single,1
7492,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,light,1
7491,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,continud,1
7490,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,heavns,1
7489,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,oerflows,1
7488,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,white,1
10865,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,virgins,1
7503,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,dare,1
7513,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,like,1
10854,CRUEL COMPASSION,Aristaenetus,600,None,consented,1
7515,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,any,1
7464,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,then,1
7468,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,oerrun,1
7524,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,deepmouthd,1
7525,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,pindar,1
7467,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,wrote,1
7526,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,lyrepindar,1
7527,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,whom,1
7466,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,genius,1
10890,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,within,1
7528,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,others,1
7465,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,mighty,1
7529,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,labourd,1
7530,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,forcd,1
10888,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,discover,1
7463,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,cowley,1
10892,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,tone,1
7531,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,expression,1
10893,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,whispering,1
7532,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,imitate,1
7533,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,thee,1
7461,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,away,1
7460,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,fades,1
7534,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,soars,1
10894,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,miss,1
7459,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,landscape,1
10889,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,sworn,1
7523,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,fit,1
10875,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,both,1
7471,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,turns,1
7516,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,shape,1
10876,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,concern,1
10877,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,utmost,1
7517,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,will,1
7475,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,less,1
10878,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,unfold,1
7474,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,press,1
7473,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,reader,1
7518,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,please,1
7472,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,closely,1
7519,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,muse,1
10879,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,tale,1
10887,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,secret,1
7520,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,equal,1
10880,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,girl,1
10881,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,wish,1
7521,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,hints,1
10882,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,seen,1
10883,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,face,1
10884,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,dame,1
10885,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,then,1
10886,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,none,1
7522,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,inspire,1
7469,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,lavish,1
10032,"LONDON, 1802",William Wordsworth                    (1770-1850),1700,None,have,1
10930,CRUEL COMPASSION,Aristaenetus,600,None,this,1
10921,CRUEL COMPASSION,Aristaenetus,600,None,value,1
7242,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,could,1
7254,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,house,1
10953,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,laurels,1
7253,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,still,1
7252,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,room,1
7251,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,chest,1
10954,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,firstborn,1
10955,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,gore,1
7249,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,high,1
7248,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,kept,1
10956,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,rivers,1
7246,AT THE OLD LADIES' HOME,Ruth Guthrie Harding                    (1882-?),1882,Poems on Old Age,ashes,1
10957,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,stern,1
